time,wave1,wave2,wave3
0.0,0.0,0.0,0.0
0.023255813953488372,0.08477422711620224,0.06388089482401366,0.02458271429618487
0.046511627906976744,0.16774163876221573,0.12742095743460938,0.049107121109997924
0.06976744186046512,0.24713392860269567,0.19028117410569673,0.07351505125797363
0.09302325581395349,0.32125898781663376,0.2521261583834234,0.09774861182642933
0.11627906976744186,0.3885369694591228,0.31262594051801923,0.12175032348706023
0.13953488372093023,0.4475339601561359,0.3714577279951802,0.145463256831556
0.16279069767441862,0.4969925414786044,0.42830762777379566,0.1688311674018674
0.18604651162790697,0.5358585896331669,0.48287232104113603,0.19179862909584686
0.20930232558139533,0.563303742280707,0.534860681549956,0.21431116563183916
0.23255813953488372,0.5787430536414501,0.5839953289029866,0.23631537976040318
0.2558139534883721,0.5818474615987058,0.6300141084973693,0.2577590799166876
0.27906976744186046,0.5725508010865838,0.6726714902328891,0.2785914040130571
0.3023255813953488,0.5510512142835008,0.7117398785212943,0.2987629400783446
0.32558139534883723,0.517806927555652,0.7470108266072335,0.31822584345758764
0.3488372093023256,0.473526485157566,0.7782961487218849,0.33693395029426426
0.37209302325581395,0.4191536478414579,0.8054289241354561,0.35484288702586037
0.3953488372093023,0.3558472782353074,0.8282643877514988,0.3719101756330574
0.41860465116279066,0.28495664169790186,0.8466807024913354,0.38809533439290117
0.4418604651162791,0.20799264907024162,0.8605796093475888,0.4033599738969764
0.46511627906976744,0.1265956542341329,0.8698869516385004,0.4176678881068419
0.4883720930232558,0.04250049281709667,0.8745530706659134,0.4309851402307538
0.5116279069767442,-0.04250049281709652,0.8745530706659134,0.4432801432179861
0.5348837209302325,-0.1265956542341325,0.8698869516385004,0.45452373467982515
0.5581395348837209,-0.20799264907024148,0.8605796093475888,0.46468924605953404
0.5813953488372093,-0.28495664169790175,0.8466807024913354,0.4737525658872227
0.6046511627906976,-0.35584727823530704,0.8282643877514989,0.48169219696959004
0.627906976744186,-0.41915364784145787,0.8054289241354562,0.4884893073788924
0.6511627906976745,-0.47352648515756596,0.778296148721885,0.4941277751201948
0.6744186046511628,-0.5178069275556519,0.7470108266072336,0.49859422637096207
0.6976744186046512,-0.5510512142835007,0.7117398785212945,0.5018780672022882
0.7209302325581395,-0.5725508010865837,0.6726714902328893,0.5039715087065256
0.7441860465116279,-0.5818474615987058,0.6300141084973692,0.504869585471713
0.7674418604651163,-0.5787430536414501,0.5839953289029867,0.5045701673589843
0.7906976744186046,-0.563303742280707,0.5348606815499561,0.5030739645550227
0.813953488372093,-0.535858589633167,0.4828723210411362,0.5003845258875765
0.8372093023255813,-0.4969925414786046,0.42830762777379594,0.49650823040803094
0.8604651162790697,-0.4475339601561359,0.3714577279951802,0.4914542722610041
0.8837209302325582,-0.38853696945912297,0.31262594051801934,0.48523463887685114
0.9069767441860465,-0.321258987816634,0.25212615838342356,0.47786408253880397
0.9302325581395349,-0.24713392860269598,0.19028117410569698,0.4693600853921852
0.9534883720930233,-0.16774163876221565,0.12742095743460932,0.45974281797869104
0.9767441860465116,-0.08477422711620279,0.06388089482401406,0.4490350913940947
1.0,-1.4260666655778226e-16,1.0717336275117635e-16,0.43726230318284753
