time,wave1,wave2,wave3
0.0,0.0,0.0,0.0
0.025,0.13842158215650072,0.07168285245923232,0.07505580244090931
0.05,0.2734347655654154,0.1429237562960862,0.14990588214439293
0.07500000000000001,0.40171507756815067,0.21328348764840288,0.22434508024474895
0.1,0.520103831145252,0.28232825537541045,0.29816936407418937
0.125,0.6256859022739047,0.34963237552435683,0.37117638640220085
0.15000000000000002,0.7158615099561171,0.4147808958136327,0.44316604005523813
0.17500000000000002,0.7884102314550689,0.4773721539515732,0.5139410063965778
0.2,0.841545676472054,0.5370202540180526,0.5833072961629858
0.225,0.8739594740043224,0.5933574456411551,0.6510747811758042
0.25,0.8848534887814031,0.6460363913005068,0.7170577154690726
0.275,0.8739594740043223,0.6947323077785912,0.7810752444063113
0.30000000000000004,0.841545676472054,0.7391449685572848,0.8429519003905066
0.325,0.7884102314550689,0.7790005548141791,0.9025180838085998
0.35000000000000003,0.7158615099561171,0.8140533436066729,0.9596105278922366
0.375,0.6256859022739049,0.8440872228356252,1.0140727462206305
0.4,0.5201038311452522,0.8689170236483115,1.0657554616389662
0.42500000000000004,0.4017150775681504,0.8883896620659749,1.1145170154167032
0.45,0.2734347655654155,0.9023850827974609,1.160223755524311
0.47500000000000003,0.13842158215650083,0.9108169994200104,1.202750402964191
0.5,1.0836329927505137e-16,0.9136334263637487,1.2419803951517014
0.525,-0.1384215821565006,0.9108169994200104,1.2778062054051003
0.55,-0.27343476556541574,0.9023850827974608,1.3101296376687037
0.5750000000000001,-0.40171507756815095,0.8883896620659748,1.338862095661452
0.6000000000000001,-0.5201038311452523,0.8689170236483115,1.3639248257131553
0.625,-0.6256859022739047,0.8440872228356252,1.3852491326228313
0.65,-0.715861509956117,0.8140533436066729,1.4027765679474746
0.675,-0.7884102314550689,0.7790005548141792,1.4164590902051777
0.7000000000000001,-0.841545676472054,0.7391449685572848,1.4262591965534923
0.7250000000000001,-0.8739594740043225,0.6947323077785909,1.4321500255821153
0.75,-0.8848534887814031,0.6460363913005069,1.4341154309381454
0.775,-0.8739594740043224,0.5933574456411552,1.4321500255821153
0.8,-0.841545676472054,0.5370202540180528,1.4262591965534925
0.8250000000000001,-0.7884102314550689,0.4773721539515733,1.4164590902051777
0.8500000000000001,-0.7158615099561166,0.41478089581363237,1.4027765679474749
0.875,-0.625685902273905,0.34963237552435694,1.3852491326228313
0.9,-0.5201038311452523,0.28232825537541056,1.3639248257131555
0.925,-0.40171507756815084,0.213283487648403,1.3388620956614523
0.9500000000000001,-0.2734347655654157,0.14292375629608628,1.310129637668704
0.9750000000000001,-0.13842158215650016,0.07168285245923203,1.2778062054051003
1.0,-2.1672659855010274e-16,1.1188782511903938e-16,1.2419803951517017
