time,wave1,wave2,wave3
0.0,0.015235853987721568,0.02715771341525975,-0.01815269232825359
0.025,0.09354557072841638,0.020486274362871315,0.052783581753693576
0.05,0.32502831644967145,0.11880012648162996,0.08375197864746428
0.07500000000000001,0.4694156271919625,0.16579577668941725,0.23917262542021933
0.1,0.44931668725379265,0.22267912621770378,0.2620451071692761
0.125,0.592774810547711,0.3057938689620879,0.3560485755307128
0.15000000000000002,0.7590918630537953,0.3222632527076825,0.4483956558331923
0.17500000000000002,0.8131698020832121,0.3919722655560273,0.5144561983167121
0.2,0.8840116762383772,0.40614130004310384,0.5918213184567729
0.225,0.8762813537996964,0.4594709118707183,0.6185192598953536
0.25,0.9743580712153063,0.5160882834961843,0.6654612742393118
0.275,0.9578231469498227,0.44818776068683563,0.74394094035734
0.30000000000000004,0.8881532689916525,0.5383712512457826,0.7228107747553327
0.325,0.885343992048793,0.5607276579749829,0.7918601009710956
0.35000000000000003,0.7760753100080333,0.5785918042397227,0.8527502168833369
0.375,0.614919162746665,0.6193038344592428,0.9211737285743663
0.4,0.5653059858906095,0.7264302316984751,1.0405141113721401
0.42500000000000004,0.37444326133095157,0.6229959860423953,1.0219435881638457
0.45,0.33142827172471234,0.7251979509884788,1.0920763850274469
0.47500000000000003,0.14304848049112864,0.5989644374913922,1.2166677680904825
0.5,-0.009243118177262914,0.6684759798655002,1.1714582480598739
0.525,-0.1795912532606381,0.6912455793274327,1.260452608078144
0.55,-0.22637868972564734,0.7060951498268686,1.207847589655839
0.5750000000000001,-0.4301138654758422,0.7018488708167,1.2717696644194074
0.6000000000000001,-0.56828483779464,0.6913505278967516,1.2585395214698516
0.625,-0.6754904634152383,0.6156246934081551,1.3095082857537408
0.65,-0.7260843836177635,0.5874181070186615,1.3852589272618234
0.675,-0.8107097284821874,0.6271450847524804,1.2699793429478476
0.7000000000000001,-0.8642151035337922,0.5447895958195669,1.3874507416386608
0.7250000000000001,-0.8973925000279813,0.45726123551272263,1.3832571651400987
0.75,-0.8233057924286418,0.42785951150408325,1.3435448818981994
0.775,-0.9392543009976062,0.39904232763613856,1.2990674923040622
0.8,-0.9104638705671685,0.42762038377134753,1.3693360348470613
0.8250000000000001,-0.8696705681127853,0.3651478742059609,1.3298707286542748
0.8500000000000001,-0.7219008717666558,0.3456077429723366,1.354877330956689
0.875,-0.6014351712547825,0.2408597977478517,1.3275525468249412
0.9,-0.5525658195692283,0.21967168093508893,1.3861295687814266
0.925,-0.46439521522052835,0.19124100593074778,1.270073760939138
0.9500000000000001,-0.3287298174439107,0.09172473334228215,1.2033535990252398
0.9750000000000001,-0.11301513664920552,0.07660052160517639,1.2325406114026054
1.0,0.037162708560171884,-0.03309629705333248,1.2002712808115334
