time,wave1,wave2,wave3
0.0,0.0,0.0,0.0
0.025,0.10414007489298324,0.07796199464905666,0.05896925087129244
0.05,0.20571587552100795,0.1554433276761079,0.11777687112484904
0.07500000000000001,0.3022262685618573,0.23196630089788423,0.1762616731612224
0.1,0.3912948478392346,0.3070591247380025,0.23426335420325947
0.125,0.47072844932966373,0.3802588269665907,0.2916229356748715
0.15000000000000002,0.5385711541394413,0.45111410707803834,0.3481831989502605
0.17500000000000002,0.5931524497191222,0.5191881187086869,0.40378911627924424
0.2,0.6331283634266,0.5840611629399274,0.4582882757075439
0.225,0.6575145555939454,0.645333275881598,0.5115312988273567
0.25,0.6657105572368668,0.702626694582368,0.5633722502131882
0.275,0.6575145555939453,0.7555881860639527,0.6136690374207104
0.30000000000000004,0.6331283634266,0.8038912251198843,0.6622838004522743
0.325,0.5931524497191222,0.847238007451993,0.709083289621581
0.35000000000000003,0.5385711541394413,0.8853612857329335,0.7539392307818101
0.375,0.4707284493296638,0.9180260172748271,0.7967286769161396
0.4,0.3912948478392347,0.9450308131455929,0.8373343451269734
0.42500000000000004,0.3022262685618571,0.9662091797986817,0.8756449381002107
0.45,0.20571587552100803,0.9814305455611554,0.9115554491634489
0.47500000000000003,0.10414007489298333,0.9906010656514707,0.9449674501019721
0.5,8.152603030787298e-17,0.9936642007637635,0.9757893609436483
0.525,-0.10414007489298316,0.9906010656514707,1.0039367009732647
0.55,-0.20571587552100817,0.9814305455611553,1.0293323202882978
0.5750000000000001,-0.3022262685618575,0.9662091797986816,1.051906611261433
0.6000000000000001,-0.3912948478392348,0.9450308131455929,1.0715976993302327
0.625,-0.47072844932966373,0.9180260172748271,1.088351612591011
0.65,-0.5385711541394413,0.8853612857329335,1.1021224297320706
0.675,-0.5931524497191222,0.8472380074519931,1.1128724059008253
0.7000000000000001,-0.6331283634266,0.8038912251198843,1.1205720761598181
0.7250000000000001,-0.6575145555939456,0.7555881860639524,1.1252003362480671
0.75,-0.6657105572368668,0.7026266945823681,1.1267445004263765
0.775,-0.6575145555939454,0.6453332758815981,1.1252003362480671
0.8,-0.6331283634266001,0.5840611629399275,1.1205720761598184
0.8250000000000001,-0.5931524497191222,0.519188118708687,1.1128724059008253
0.8500000000000001,-0.5385711541394411,0.451114107078038,1.1021224297320706
0.875,-0.4707284493296639,0.3802588269665908,1.0883516125910113
0.9,-0.3912948478392348,0.3070591247380026,1.071597699330233
0.925,-0.3022262685618574,0.23196630089788434,1.0519066112614333
0.9500000000000001,-0.20571587552100815,0.15544332767610802,1.029332320288298
0.9750000000000001,-0.10414007489298283,0.07796199464905634,1.0039367009732647
1.0,-1.6305206061574595e-16,1.216887682892656e-16,0.9757893609436484
