x,sin_wave,cos_wave,quadratic
0.0,1.1587281146858275,-0.3086073547963104,-0.010083486012219832
0.10101010101010101,0.828901723640389,-0.4282953824989528,0.42300929976042123
0.20202020202020202,0.8845047827936678,-0.5186660606280249,0.4321088016823747
0.30303030303030304,0.7666334253839978,-0.4976642835258412,0.5712678357175762
0.40404040404040403,0.7290170408789777,-0.5904464638874911,0.6788401253475776
0.5050505050505051,0.7148829420895169,-0.7763965909906302,-0.2420109681706794
0.6060606060606061,0.6275396650846881,-0.8262772690128164,1.0552869818974113
0.7070707070707071,0.4272734927411344,-0.9401353098941667,0.38092228058120847
0.8080808080808081,0.3321994507516833,-1.2005085437783825,-0.03743565456173471
0.9090909090909091,0.2388921388854008,-0.9733471520989224,0.3518818606040444
1.0101010101010102,0.19585883488215744,-0.9329002787851693,0.12061947708308615
1.1111111111111112,-0.09591989563896028,-0.8666158566851593,0.36826451562683327
1.2121212121212122,0.08647133567840484,-1.1089226698828298,0.17838274505625573
1.3131313131313131,-0.16273363499487797,-0.9351552365028792,0.20197949119252454
1.4141414141414141,-0.41471051857013175,-1.0367474564503085,-0.2089006028733999
1.5151515151515151,-0.1782776354729627,-0.8518518511502572,-0.032649681518082785
1.6161616161616161,-0.5271312542494372,-0.8915502580692984,-0.1964642042038806
1.7171717171717171,-0.6859788251146597,-0.8506587905284912,0.49710148188863545
1.8181818181818181,-0.4838926657045199,-0.72815429729534,0.47430557382994964
1.9191919191919191,-0.5475306466511817,-0.7628244830912727,0.5668972794846021
2.0202020202020203,-0.8219686685922403,-0.616386621771726,0.008654893228245808
2.121212121212121,-0.8521225466901816,-0.5771988979487642,1.0622029631592955
2.2222222222222223,-0.9111133964912853,-0.3553226330058449,0.3896493258603889
2.323232323232323,-1.0587661878897126,-0.5523719844708644,0.3607238261621702
2.4242424242424243,-0.8546317543478861,-0.2580796516405902,0.5704187883533609
2.525252525252525,-1.080300633987187,-0.35751167930023203,-0.6311848968134713
2.6262626262626263,-1.057484775679053,-0.21068249082309537,0.9385020616561361
2.727272727272727,-0.8657338503413927,0.054880419557001,0.5496053448094615
2.8282828282828283,-1.021115424547263,-0.023976488737750892,0.1869098788222312
2.929292929292929,-1.0407811075487086,0.1906855535659738,0.20324309400830864
3.0303030303030303,-0.816492361666807,0.3072570222490696,0.11879511304042212
3.131313131313131,-0.9759053454229858,0.6071538500943239,0.7614888010917127
3.2323232323232323,-0.810384226200694,0.6467988942793526,1.5113026980516884
3.3333333333333335,-0.9218982099120089,0.5039253035286411,0.9983434566836333
3.4343434343434343,-0.8198924214869115,0.613193749652913,0.8533906665810179
3.5353535353535355,-0.6366292994387941,0.9020804931379414,2.5857863251304085
3.6363636363636362,-0.6349853622109277,0.8159498945728924,0.9098718898435645
3.7373737373737375,-0.5334056984631755,0.9895209264165209,0.9910330932420397
3.8383838383838382,-0.48856563967675815,1.0135173200159722,1.316456428551842
3.9393939393939394,-0.4582884817594503,0.9297174365516581,1.9070317475665273
4.040404040404041,-0.3317403743255589,0.8484757764605675,2.002782767261994
4.141414141414141,-0.0692380689746319,1.0031641700154066,1.3449753904220092
4.242424242424242,-0.041287195512254134,0.9222481012444563,1.5587829333007308
4.343434343434343,0.2991164100299042,1.0176849176447968,2.4668538269196087
4.444444444444445,0.17105033441743328,0.8269879947824667,2.218546203908089
4.545454545454545,0.08311806207580819,0.7904739446869122,2.172106915310266
4.646464646464646,0.41895944478187325,0.9410680673874673,2.283569165692267
4.747474747474747,0.27056513801682647,0.8329261638775,2.0188144403379247
4.848484848484849,0.5348004384117413,0.7464935490767424,2.197543468792229
4.94949494949495,0.7189485032111783,0.9918349567147182,3.0558000024468828
5.05050505050505,0.6045062402691296,0.7189965373430892,2.168410890964124
5.151515151515151,0.8849425668671331,0.6815372643470722,2.892126764173867
5.252525252525253,0.9348682520935461,0.4861920179726755,3.135988539274583
5.353535353535354,1.0646608421962052,0.6172153980234987,2.454051694217492
5.454545454545454,0.8432777741023681,0.4847708202135229,1.6080814998124817
5.555555555555555,1.1518007304209668,0.3038520999033843,2.9091126532503124
5.656565656565657,0.9511407858457706,0.09971854012202926,3.1062357186798724
5.757575757575758,0.9785978020346664,-0.018516860530622015,2.9096606553847124
5.858585858585858,0.8078726605793238,0.0447982649466781,2.975482103591132
5.959595959595959,0.9409249999363091,-0.15910174144755548,3.4457482860827406
6.0606060606060606,0.9263607420209461,-0.16276824210652074,4.227343133992587
6.161616161616162,0.9425713363948395,-0.22014051378212984,4.551476381222526
6.262626262626262,0.9575919338554678,-0.3883502556897507,4.27259241735352
6.363636363636363,0.8815930104847288,-0.5547421742077094,4.246943000818655
6.4646464646464645,0.7965948008879048,-0.5004751689052689,4.020954975661126
6.565656565656566,0.8567425810020249,-0.7118576904971958,5.200831040136569
6.666666666666667,0.5259358595052059,-0.6679435077090544,4.656032484965962
6.767676767676767,0.5164982819795,-0.8578188350839602,4.705853417793209
6.8686868686868685,0.4781358175300749,-0.9919092738731052,5.121542517944708
6.96969696969697,0.524338059249234,-0.9110722635077309,4.830266706669025
7.070707070707071,0.24581602628629484,-0.7806898952064125,4.437697992831863
7.171717171717171,0.07703696164550544,-1.0045353066911922,4.532799320803353
7.2727272727272725,0.38896260207123085,-0.9131812082667418,5.257338479028072
7.373737373737374,-0.00404816918848791,-1.068680535374477,5.44438234664381
7.474747474747475,0.057494153654808845,-1.0817335873173455,5.757633957030748
7.575757575757575,-0.014452366322036642,-0.8980343060711233,5.017210980241821
7.6767676767676765,-0.25224884808031706,-0.9097787734120276,6.027441594487804
7.777777777777778,-0.3972337483875069,-0.9123935761902175,6.252525639678588
7.878787878787879,-0.5865354715768498,-0.9966677742599275,6.716006515091815
7.979797979797979,-0.5222177246045927,-0.8317292083622045,5.927754907909799
8.080808080808081,-0.5113999911197211,-0.8543696398571444,7.576859274800771
8.181818181818182,-0.685789256804258,-0.8840390766272641,6.289934156035299
8.282828282828282,-0.6941312999037644,-0.4709943670404415,6.472579628247012
8.383838383838384,-0.8296025606288655,-0.5163310859801671,6.800355931420717
8.484848484848484,-0.7947855350884874,-0.3882593732101886,7.040571862368725
8.585858585858587,-0.983892319285354,-0.33850991879250025,7.394957317573689
8.686868686868687,-1.1071073659492845,-0.338553759610368,7.405650088489479
8.787878787878787,-0.9706874437483989,-0.28170665649966875,7.5911699956468786
8.88888888888889,-0.9249013299427886,-0.08243104585113567,7.354352673140852
8.98989898989899,-0.7555016262840152,0.11397661633784445,7.465957585992673
9.09090909090909,-0.9311448179075947,0.24566115585124115,8.755158854614125
9.191919191919192,-1.014820150731474,0.27038685643908145,9.170447429396916
9.292929292929292,-1.0607959083390484,0.34499351579282067,8.49234065840312
9.393939393939394,-0.7012808111026619,0.44631840901385134,9.308350637040753
9.494949494949495,-0.9195995160147041,0.48844970459749226,9.065964319040294
9.595959595959595,-0.9383305166618265,0.49156456573468693,9.89065080050291
9.696969696969697,-0.7901297410641377,0.6734586803796201,8.74195100528158
9.797979797979798,-0.7199489918802949,0.7041182740286016,9.707480411123319
9.8989898989899,-0.5922789843745228,0.9108669390980314,9.18787580721894
10.0,-0.62893055992205,0.8548400653386089,9.830498206837321
