time,wave1,wave2,wave3
0.0,0.0,0.0,0.0
0.023809523809523808,0.20054714494233544,0.04008810828613478,0.04684512477228161
0.047619047619047616,0.3966143980608403,0.07995202760948787,0.0935737851833605
0.07142857142857142,0.5838219409122302,0.11936882276289695,0.14006980642078626
0.09523809523809523,0.757987866340357,0.15811805903892837,0.18621759204974941
0.11904761904761904,0.915221595371685,0.19598303499017786,0.2319024114040317
0.14285714285714285,1.05201078632057,0.23275199431166654,0.2770106848245198
0.16666666666666666,1.165299794698548,0.2682193100679947,0.3214302660361336
0.19047619047619047,1.2525579312629054,0.30218663464257484,0.3650507209611362
0.21428571428571427,1.3118359934325254,0.3344640089779605,0.40776360227565095
0.23809523809523808,1.3418098072525872,0.36487092490395023,0.4494627190267964
0.26190476190476186,1.3418098072525872,0.3932373346124962,0.4900444006401265
0.2857142857142857,1.3118359934325254,0.419404601634025,0.5294077546610134
0.30952380952380953,1.2525579312629056,0.4432263879969236,0.5674549175891863
0.3333333333333333,1.1652997946985482,0.4645694726088374,0.6040912981828124
0.3571428571428571,1.0520107863205705,0.4833144962830583,0.6392258126272292
0.38095238095238093,0.9152215953716855,0.4993566292435128,0.6727711109836579
0.40476190476190477,0.7579878663403574,0.5126061573753932,0.7046437943549152
0.42857142857142855,0.5838219409122304,0.5229889839428786,0.734764622228211
0.45238095238095233,0.3966143980608409,0.5304470439681384,0.7630587094795502
0.47619047619047616,0.20054714494233586,0.5349386289542414,0.7894557125499482
0.5,1.6478508105979968e-16,0.5364386201359895,0.8138900043306037
0.5238095238095237,-0.2005471449423343,0.5349386289542414,0.8363008373222298
0.5476190476190476,-0.39661439806084003,0.5304470439681384,0.8566324946629108
0.5714285714285714,-0.58382194091223,0.5229889839428786,0.8748344286489974
0.5952380952380952,-0.7579878663403572,0.5126061573753932,0.8908613864046646
0.6190476190476191,-0.9152215953716851,0.4993566292435129,0.9046735223876898
0.6428571428571428,-1.05201078632057,0.48331449628305834,0.9162364974517491
0.6666666666666666,-1.1652997946985477,0.46456947260883746,0.9255215642189462
0.6904761904761905,-1.2525579312629058,0.4432263879969235,0.9325056385503225
0.7142857142857142,-1.3118359934325252,0.41940460163402515,0.9371713569366645
0.738095238095238,-1.3418098072525872,0.3932373346124964,0.9395071196669231
0.7619047619047619,-1.3418098072525875,0.3648709249039504,0.9395071196669231
0.7857142857142857,-1.3118359934325254,0.3344640089779606,0.9371713569366645
0.8095238095238095,-1.2525579312629058,0.30218663464257506,0.9325056385503225
0.8333333333333333,-1.1652997946985486,0.26821931006799493,0.9255215642189463
0.8571428571428571,-1.0520107863205703,0.2327519943116666,0.9162364974517492
0.8809523809523809,-0.9152215953716856,0.195983034990178,0.9046735223876899
0.9047619047619047,-0.7579878663403581,0.1581180590389286,0.8908613864046647
0.9285714285714285,-0.5838219409122315,0.11936882276289724,0.8748344286489976
0.9523809523809523,-0.3966143980608411,0.07995202760948804,0.856632494662911
0.9761904761904762,-0.2005471449423366,0.04008810828613501,0.8363008373222302
1.0,-3.2957016211959936e-16,6.569478390885625e-17,0.8138900043306038
